catalog_position,title,author,year_published,genre,section,total_copies,times_borrowed,last_borrowed_date,rating,ratings_count,price,language,page_count,dimensions_width,dimensions_thickness,dimensions_height,catalog_shelf,catalog_row,catalog_row_number
A1-B3-0015,Pet Sematary,Stephen King,1925,Horror,Fiction,4,162,7/30/2024,4.68,116,0.99,en,560,5.87,1.82,7.44,A1,B3,15
A1-B3-0016,Oliver Twist,Charles Dickens,1822,Drama,Young Adult (YA),10,70,5/10/2024,4.43,50,8.99,en,795,5.68,2.5,8.26,A1,B3,16
A1-B3-0017,Tarzan the Untamed (Book #7),Edgar Rice Burroughs,1920,Adventure,Fiction,5,3,1/16/2025,4.54,2,4.55,en,284,5.25,1,7.57,A1,B3,17
A1-B3-0018,Brood of the Witch-Queen,Sax Rohmer,1924,Horror,Fiction,5,2,4/22/2024,4.17,2,,en,160,5.71,0.72,7.41,A1,B3,18
A1-B3-0019,The Riddle of the Sands,Erskine Childers,1903,Adventure,Fiction,7,2,5/13/2024,4.03,2,8.99,en,236,6,0.7,9,A1,B3,19
A1-B3-0020,A Short History of Nearly Everything,Bill Bryson,2003,Science,Non-Fiction,6,162,9/1/2024,4.63,117,0.99,en,632,5.55,2.01,6.9,A1,B3,20
A1-B3-0021,Kinder- und Hausmärchen,Brothers Grimm,1812,Fantasy,Children,6,1,11/10/2024,5,1,,de,432,5.63,4.61,7.87,A1,B3,21
A1-B3-0022,Tropic of Cancer,Henry Miller,1934,Dark Fiction,Fiction,4,5,7/30/2024,4.42,4,14.03,en,330,5.08,0.63,7.8,A1,B3,22
A1-B3-0023,Elizabeth and Her German Garden,Elizabeth von Arnim,1898,Biography & Autobiography,Fiction,6,2,4/5/2024,4.14,2,8.95,en,102,6,0.28,9,A1,B3,23
A1-B3-0024,Philosophiae naturalis principia mathematica,Sir Isaac Newton,1687,Science,Science,4,1,1/25/2025,4.67,1,0.99,en,408,6.19,1.59,7.22,A1,B3,24
A1-B3-0025,Die Cultur der Renaissance in Italien,Jacob Burckhardt,1860,History,History,4,1,1/28/2025,,,26,de,398,6.14,0.81,9.21,A1,B3,25
A1-B3-0026,Milton's Poems,John Milton,1605,Poetry,Humanities,6,2,6/21/2024,4.74,2,23.62,en,108,9.61,2.32,6.5,A1,B3,26
A1-B3-0027,The slayer of souls,Robert W. Chambers,1920,Fantasy,Fiction,4,0,,,,12.99,en,308,6.07,1.32,7.41,A1,B3,27
A1-B3-0028,Bridget Jones's Diary,Helen Fielding,1996,Comedy,Fiction,5,31,5/12/2024,4.25,21,0.99,en,296,6.33,1.04,8.05,A1,B3,28
A1-B3-0029,Casanovas Heimfahrt,Arthur Schnitzler,1900,Historical Fiction,Fiction,4,1,8/12/2024,3.94,1,0.99,de,109,6.46,0.45,7.77,A1,B3,29
A1-B3-0030,The Scarlet Letter,Nathaniel Hawthorne,1850,Drama,Fiction,8,58,10/7/2024,4.42,37,7.44,en,197,5.08,0.75,7.75,A1,B3,30
A1-B3-0031,The Scottish Chiefs,Jane Porter,1800,Historical Fiction,Children's,4,9,5/26/2024,4.22,9,10.99,en,780,6.87,2.47,7.75,A1,B3,31
A1-B3-0032,A Greek-English Lexicon,Henry George Liddell,1846,Dictionaries & Encyclopedias,Reference,5,6,7/8/2024,4.53,4,52.95,el,928,7.41,1.71,9.17,A1,B3,32
A1-B3-0033,Lady Susan,Jane Austen,1925,Romance,Fiction,8,5,11/23/2024,4.26,4,6.99,en,774,6.25,2.72,6.2,A1,B3,33
A1-B3-0034,"Thinking, Fast and Slow",Daniel Kahneman,2011,Economics & Business,Non-Fiction,9,481,11/10/2024,4.68,453,13.55,en,512,5.51,1.46,8.23,A1,B3,34
A1-B3-0035,Sylvie and Bruno,Lewis Carroll,1889,Fantasy,Children,5,3,10/20/2024,4.07,2,6.99,en,468,5.73,1.51,8.48,A1,B3,35
A1-B3-0036,Houghton Mifflin Science Leveled Readers,Houghton Mifflin Company Staff,2005,Science,Children,6,4,5/20/2024,4.49,2,,en,48,5.66,0.1,7.31,A1,B3,36
A1-B3-0037,The Sea Fairies,L. Frank Baum,1911,Fantasy,Children,6,4,3/19/2024,4.53,4,4.99,en,165,6,0.29,9,A1,B3,37
A1-B3-0038,Kids Travel Journal,Bluebird Books,2013,,,5,13,10/25/2024,4.25,7,9.99,en,122,6,0.19,9,A1,B3,38
A1-B3-0039,Jim Dine,Jim Dine,1963,Art,Humanities,5,3,9/14/2024,4.94,2,32.99,en,112,11.22,0.89,9.31,A1,B3,39
A1-B3-0040,Tales and Novels,Maria Edgeworth,1800,Novels,Fiction,5,0,,,,,en,1064,4.56,0.62,7.31,A1,B3,40
A1-B3-0041,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,2014,Economics & Business,Non-Fiction,8,297,6/5/2024,4.66,167,10.29,en,368,6.18,0.32,7.4,A1,B3,41
A1-B3-0042,Prester John,John Buchan,1910,Adventure,Fiction,6,7,12/14/2024,4.47,5,13.95,en,380,5,0.7,8,A1,B3,42
A1-B3-0043,The Maze Runner,James Dashner,2009,Dystopian,Young Adult,8,,11/7/2024,,,,en,,5.5,0.9,8.19,A1,B3,43
A1-B3-0044,Democracy and Social Ethics,Jane Addams,1902,History,Non-Fiction,4,1,7/11/2024,4.29,1,1.85,en,172,6.71,0.72,9.35,A1,B3,44
A1-B3-0045,A House of Pomegranates,Oscar Wilde,1891,Fantasy,Children,4,1,3/22/2024,4.16,1,0.99,en,118,6.29,0.48,8.04,A1,B3,45
A1-B3-0046,The Gene: An Intimate History,Siddhartha Mukherjee,2016,Science,Non-Fiction,6,70,7/16/2024,4.73,47,13.68,en,608,6.13,1.5,9.25,A1,B3,46
A1-B3-0047,Briefe an einen jungen Dichter,Rainer Maria Rilke,1929,Biography & Autobiography,Humanities,4,3,11/16/2024,4.52,2,5.9,de,54,5,0.12,8,A1,B3,47
A1-B3-0048,The Violet Fairy Book (Large Print),Andrew Lang,1906,Fantasy,Children,6,2,9/25/2024,4.55,2,15.99,en,432,4.92,1.4,8.56,A1,B3,48
A1-B3-0049,Jude the Obscure,Thomas Hardy,1895,Drama,Fiction,6,17,4/16/2024,4.27,12,9.29,en,519,6.65,1.72,9.21,A1,B3,49
A1-B3-0050,Into That Silent Sea, Francis French,2007,Biography & Autobiography,History,8,13,9/25/2024,4.55,7,0.99,en,444,5.54,1.73,7.55,A1,B3,50
A1-B3-0051,Baron Trump's Marvelous Underground Journey,Ingersoll Lockwood,1893,,,6,2,3/23/2024,4.58,1,14.99,en,170,6,0.76,9,A1,B3,51
A1-B3-0052,Schweizerische Robinson,Johann David Wyss,1828,Adventure,Children,5,8,2/2/2025,4.06,5,11.9,de,416,6.33,1.43,6.2,A1,B3,52
A1-B3-0053,Les Frères Corses,Alexandre Dumas,1844,Historical Fiction,Fiction,5,2,5/19/2024,4.37,1,0.99,en,308,6.52,1.19,7.28,A1,B3,53
A1-B3-0054,Charlie and the Great Glass Elevator,Roald Dahl,1972,Fantasy,Children,5,47,11/27/2024,4.43,33,8.09,en,180,5.68,0.77,8.97,A1,B3,54
A1-B3-0055,The ABC of Relativity,Bertrand Russell,1925,Science,Science,5,2,1/3/2025,4.21,1,6.99,en,124,6.45,0.48,9.18,A1,B3,55
A1-B3-0056,The Kreutzer sonata and other stories,Leo Tolstoy,1887,Drama,Fiction,5,6,8/5/2024,4.14,4,3.79,en,513,5.05,0.8,7.75,A1,B3,56
A1-B3-0057,Voyage au Centre de la Terre,Jules Verne,1867,Science Fiction,Fiction,5,5,1/3/2025,4.59,3,899,fr,253,5.09,0.93,6.2,A1,B3,57
A1-B3-0058,Mont-Saint-Michel and Chartres,Henry Adams,1904,History,Humanities,6,3,12/19/2024,4.16,2,15.29,en,322,5.15,1,7.75,A1,B3,58
A1-B3-0059,Spoon River Anthology,Edgar Lee Masters,1915,Poetry,Fiction,6,4,5/28/2024,4.68,4,,en,324,4.25,0.85,6.7,A1,B3,59
A1-B3-0060,The history of the great plague in London in the year 1665,Daniel Defoe,1722,Historical Fiction,Fiction,5,1,10/24/2024,,,27.99,en,390,6.71,1.48,8.93,A1,B3,60
A1-B3-0061,Legenda aurea,Jacobus de Voragine,1476,Biography & Autobiography,Humanities,5,5,4/15/2024,4.38,3,13.98,en,352,5.83,1.16,8.82,A1,B3,61
A1-B3-0062,The blue castle,Lucy Maud Montgomery,1926,Romance,Fiction,7,33,4/20/2024,4.69,24,0.99,en,168,5.76,0.79,8.12,A1,B3,62
A1-B3-0063,Speeches,Cicero,1499,History,Humanities,6,8,6/30/2024,4.89,5,14.4,en,652,5.09,0.57,7.82,A1,B3,63
A1-B3-0065,"On heroes, hero-worship and the heroic in history",Thomas Carlyle,1840,Biography & Autobiography,History,5,2,6/19/2024,4.63,1,644,en,322,5.5,0.72,8.25,A1,B3,65
A1-B3-0066,Eugenics and Other Evils,Gilbert Keith Chesterton,1922,History,Humanities,6,2,6/19/2024,3.96,2,3,en,142,5.2,1.1,8,A1,B3,66
A1-B3-0067,What Katy Did,Susan Coolidge,1873,Children's Fiction,Children,7,5,10/4/2024,4.59,3,11.99,en,310,5,0.63,7.75,A1,B3,67
A1-B3-0068,Mockingjay,Suzanne Collins,2010,Dystopian,Young Adult (YA),5,1201,2/18/2025,4.64,884,0.99,en,402,6.07,1.37,9.03,A1,B3,68
A1-B4-0001,The Yellow Fairy Book (Large Print),Andrew Lang,1894,Fantasy,Children's,6,1,4/22/2024,4.65,1,14.66,en,396,6.86,1.34,7.82,A1,B4,1
A1-B4-0002,The Fighting Chance,Robert W. Chambers,1906,Drama,Fiction,4,0,,,,0.57,en,384,5.98,1.25,8.39,A1,B4,2
A1-B4-0003,Uncle Tom's Cabin,Harriet Beecher Stowe,1850,Drama,Fiction,8,2,3/17/2024,4.63,2,10.98,en,618,6,0.83,9,A1,B4,3
A1-B4-0004,Genghis Khan and the Making of the Modern World,Jack Weatherford,2004,Biography & Autobiography,History,8,56,7/8/2024,4.65,36,0.99,en,354,6.67,1.45,8.37,A1,B4,4
A1-B4-0005,Opera,Horace,1566,Dictionaries & Encyclopedias,Reference,5,1,3/19/2024,5,1,22.48,en,1015,9.02,0.69,5.98,A1,B4,5
A1-B4-0006,The Sea-Hawk,Rafael Sabatini,1900,Adventure,Fiction,5,3,3/19/2024,4.44,2,0.99,en,352,5.5,1,8.3,A1,B4,6
A1-B4-0007,The Exploits of Brigadier Gerard,Arthur Conan Doyle,1896,Adventure,Fiction,6,1,7/24/2024,4.14,1,18.79,en,305,5,1.2,8,A1,B4,7
A1-B4-0008,Mrs. Raffles,John Kendrick Bangs,1905,Crime/Thriller,Fiction,5,1,11/5/2024,,,,en,78,6.76,0.49,8.37,A1,B4,8
A1-B4-0009,"Familiar quotations; a collection of passages, phrases, and proverbs traced to their sources in ancient and modern literature",John Bartlett,1855,Dictionaries & Encyclopedias,Reference,5,6,12/4/2024,4.52,4,20.99,en,1184,7.75,2,10.25,A1,B4,9
A1-B4-0010,The Return of Sherlock Holmes,Arthur Conan Doyle,1903,Crime/Thriller,Fiction,8,9,11/11/2024,4.65,7,35.99,en,458,7.87,5.12,5.91,A1,B4,10
A1-B4-0011,Howards End,Edward Morgan Forster,1910,Drama,Fiction,6,29,7/15/2024,4.33,19,0.39,en,492,6,0.69,9,A1,B4,11
A1-B4-0012,The dog Crusoe,Robert Michael Ballantyne,1800,Adventure,Fiction,6,5,12/16/2024,3.86,4,20,en,224,6.47,1.02,7.88,A1,B4,12
A1-B4-0013,No Thoroughfare,Charles Dickens,1860,Drama,Fiction,5,5,12/13/2024,4.53,3,9.97,en,1178,5.93,3.65,8.1,A1,B4,13
A1-B4-0014,The game of life and how to play it,Florence Scovel-Shinn,1925,Self-Help,Non-Fiction,5,16,12/1/2024,4.76,11,7.58,en,67,4.5,0.4,7.05,A1,B4,14
A1-B4-0015,Lectures on rhetoric and belles lettres,Hugh Blair,1783,History,Humanities,4,1,4/20/2024,,,23.95,en,650,6.58,2.15,9.14,A1,B4,15
A1-B4-0016,The black camel,Earl Derr Biggers,1929,Crime/Thriller,Fiction,4,2,2/5/2025,4.67,2,0.99,en,138,5.25,0.7,8,A1,B4,16
A1-B4-0017,Bury My Heart at Wounded Knee,Dee Alexander Brown,1672,History,Non-Fiction,5,42,8/21/2024,4.74,32,13.13,en,572,6.23,1.85,8.2,A1,B4,17
A1-B4-0018,Frenzied fiction,Stephen Leacock,1917,Satire,Fiction,4,1,9/8/2024,,,10.24,en,239,5.43,0.87,8.24,A1,B4,18
A1-B4-0019,Inferno,Dan Brown,2013,Crime/Thriller,Fiction,4,1471,12/4/2024,4.25,832,10.49,en,436,5.45,1.42,7.6,A1,B4,19
A1-B4-0020,Three Sisters,Anton Pavlovich Chekhov,1901,Drama,Fiction,5,6,4/22/2024,4.46,6,2.99,ru,256,4.27,0.23,6,A1,B4,20
A1-B4-0021,"The school for scandal, 1780",Richard Brinsley Sheridan,1778,Comedy,,6,2,3/22/2024,4.01,1,0.99,en,112,5.09,0.5,7.03,A1,B4,21
A1-B4-0022,Egmont,Johann Wolfgang von Goethe,1788,Drama,Fiction,5,3,11/21/2024,4.26,2,0.99,en,104,5.59,0.46,7.03,A1,B4,22
A1-B4-0024,Lettres portugaises,Gabriel de Guilleragues,1669,Romance,Fiction,5,3,12/18/2024,4.62,2,,fr,232,6.46,0.8,7.14,A1,B4,24
A1-B4-0025,Daphnis and Chloe,Longus,1717,Romance,Fiction,5,6,8/24/2024,4.57,6,326,en,160,5.1,0.3,7.7,A1,B4,25
A1-B4-0026,Fahrenheit 451,Ray Bradbury,1953,Dystopian,Fiction,6,505,9/26/2024,4.68,303,9.05,en,242,5.5,0.8,8.44,A1,B4,26
A1-B4-0027,John Macnab,John Buchan,1920,Crime/Thriller,Fiction,5,2,1/17/2025,4.54,2,13.95,en,316,5,0.7,8,A1,B4,27
A1-B4-0028,The book of tea,Okakura Kakuzo,1900,History,Humanities,5,3,9/21/2024,4.88,2,18.55,en,88,8.63,0.5,9.33,A1,B4,28
A1-B4-0029,Robin Hood,Howard Pyle,1883,Adventure,Children,7,1,2/4/2025,,,,tr,174,5.4,1.5,7.7,A1,B4,29
A1-B4-0030,Decamerone,Giovanni Boccaccio,1516,Classics,Fiction,8,3,8/31/2024,4.39,2,13.5,en,578,5,1.7,7.7,A1,B4,30
A1-B4-0031,Shui hu zhuan,Nai'an Shi,1560,Adventure,Fiction,5,2,4/27/2024,,,22.99,vi,661,5.98,1.31,9.02,A1,B4,31
A1-B4-0032,Babbitt,Sinclair Lewis,1922,Satire,Fiction,6,3,11/8/2024,4.06,2,7.95,en,322,5.72,1.16,8.51,A1,B4,32
A1-B4-0033,King Henry VI. Part 1,William Shakespeare,1735,Drama,Fiction,5,2,10/24/2024,4.43,1,14.95,en,352,5.06,0.75,7.81,A1,B4,33
A1-B4-0034,The Curious Incident of the Dog in the Night-Time,Mark Haddon,1950,Mystery,Young Adult (YA),5,250,11/15/2024,4.26,193,8.62,en,290,5.2,0.7,8,A1,B4,34
A1-B4-0035,The Second World War,Winston Churchill,1948,History,Non-Fiction,5,2,3/12/2024,4.37,2,82.06,en,4736,8.1,5.1,9.1,A1,B4,35
A1-B4-0036,The Picture of Dorian Gray,Oscar Wilde,1890,Drama,Fiction,10,28,11/8/2024,4.53,28,8.37,en,224,8.5,0.72,5.43,A1,B4,36
A1-B4-0037,The old wives' tale,Arnold Bennett,1900,Satire,Fiction,4,1,8/8/2024,,,15.49,en,620,5.69,2.18,8.72,A1,B4,37
A1-B4-0038,I Know Why the Caged Bird Sings,Maya Angelou,1969,Biography & Autobiography,Non-Fiction,5,111,11/28/2024,4.73,86,7.5,en,262,4.17,0.8,6.91,A1,B4,38
A1-B4-0039,The Pirate City,Robert Michael Ballantyne,1874,Adventure,Children,5,1,6/27/2024,3.82,1,14.99,en,216,6.03,1.04,6.2,A1,B4,39
A1-B4-0040,Vanity Fair,William Makepeace Thackeray,1800,Satire,Fiction,6,37,9/6/2024,4.29,25,2.99,en,724,5.52,2.55,8.62,A1,B4,40
A1-B4-0041,The way we live now,Anthony Trollope,1875,Satire,Fiction,4,4,10/6/2024,4.26,3,0.99,en,538,5.58,1.98,7.94,A1,B4,41
A1-B4-0042,Charlie and the Chocolate Factory,Roald Dahl,1964,Fantasy,Fiction,6,136,7/16/2024,4.71,86,5.44,en,209,5.13,0.48,7.75,A1,B4,42
A1-B4-0043,Unknown Title,Unknown Author,1675,Philosophy,Humanities,5,0,,,,,,164,5.39,0.72,8.11,A1,B4,43
A1-B4-0044,Castle Gay,John Buchan,1930,Adventure,Fiction,6,8,12/12/2024,4.43,6,0.99,en,456,5.85,1.77,8.84,A1,B4,44
A1-B4-0045,The Travels of Marco Polo,Marco Polo,1818,History,Non-Fiction,5,1,2/9/2025,4.75,1,25.25,en,800,5.3,1.2,8.3,A1,B4,45
A1-B4-0046,Birds,Aristophanes,1824,Comedy,Fiction,4,2,6/26/2024,4.59,2,12.91,en,76,5.1,0.57,7.77,A1,B4,46
A1-B4-0047,The Witches,Roald Dahl,1983,Fantasy,Children,5,97,4/9/2024,4.73,61,7.49,en,114,5.13,0.56,7.68,A1,B4,47
A1-B4-0048,Mayor of Casterbridge,Thomas Hardy,1800,Drama,Fiction,6,12,12/20/2024,4.36,8,9.3,en,466,5,1,7.8,A1,B4,48
A1-B4-0049,Le Chevalier d'Harmental,Alexandre Dumas,1842,Historical Fiction,Fiction,5,2,7/16/2024,3.99,1,12.99,fr,550,6.35,2.01,8.78,A1,B4,49
A1-B4-0050,L'Ile Mystérieuse,Jules Verne,1870,Adventure,Fiction,4,1,10/28/2024,4.43,1,15.5,fr,516,5.2,1.82,8.12,A1,B4,50
A1-B4-0051,The Martian Chronicles,Ray Bradbury,1950,Science Fiction,Fiction,5,55,4/19/2024,4.57,35,294,en,256,4.13,0.8,6.75,A1,B4,51
A1-B4-0052,Storm Island,Ken Follett,1978,Crime/Thriller,Fiction,4,1,3/22/2024,4.62,1,22.56,en,315,6.07,1.28,7.56,A1,B4,52
A1-B4-0053,Memórias Póstumas de Brás Cubas,Machado de Assis,1881,Classics,Fiction,5,41,9/17/2024,4.74,31,14.99,en,328,7.8,0.7,5.1,A1,B4,53
A1-B4-0054,History of the Peloponnesian War,Thucydides,1526,History,Humanities,6,3,11/12/2024,4.77,2,16.77,en,548,9.02,0.8,5.98,A1,B4,54
A1-B4-0055,Harry Potter and the Goblet of Fire,J. K. Rowling,1993,Fantasy,Young Adult (YA),6,846,8/20/2024,4.83,561,0.99,en,734,9.5,1.25,11,A1,B4,55
A1-B4-0056,El sombrero de tres picos,Pedro Antonio de Alarcón,1874,Drama,Fiction,5,6,5/27/2024,4.42,4,10.92,es,350,5.39,1.44,8.12,A1,B4,56
A1-B4-0057,"The clockmaker, or, The sayings and doings of Samuel Slick of Slickville",Thomas Chandler Haliburton,1800,Comedy,Fiction,4,6,5/21/2024,4.03,5,,en,310,6.14,0.56,9.21,A1,B4,57
A1-B4-0058,The Young Buglers,G. A. Henty,1880,Adventure,Children,6,1,6/16/2024,4.51,1,15.99,en,234,5.7,1,7.18,A1,B4,58
A1-B4-0059,Almuric,Robert E. Howard,1964,Science Fiction,Fiction,5,3,12/16/2024,4.27,3,0.99,en,134,6.77,0.57,9.9,A1,B4,59
A1-B4-0060,Fifty Shades Freed,E. L. James,2011,Romance,Fiction,4,826,6/30/2024,4.63,727,9.99,en,1230,5.74,3.93,8.5,A1,B4,60
A1-B4-0061,The Insidious Dr. Fu Manchu,Sax Rohmer,1913,Crime/Thriller,Fiction,6,3,7/24/2024,4.03,2,506,en,191,6.44,0.93,7.92,A1,B4,61
A1-B4-0062,Satirae,Horace,1763,Satire,Humanities,5,1,8/25/2024,,,,en,258,8.2,0.6,5.8,A1,B4,62
A1-B4-0063,Dorothy and the Wizard in Oz,L. Frank Baum,1908,Fantasy,Children,7,3,9/16/2024,4.64,3,0.09,en,258,6.51,1.17,7.54,A1,B4,63
A1-B4-0065,Arms and the Man,George Bernard Shaw,1898,Drama,Fiction,6,2,8/3/2024,4.36,2,2.99,en,77,5.25,0.25,8.5,A1,B4,65
A1-B4-0066,Mémoires,Giacomo Casanova,1830,Biography & Autobiography,Non-Fiction,5,3,5/28/2024,4.16,2,,en,528,6.38,1.96,8.69,A1,B4,66
A1-B4-0067,Mishneh Torah (Codification of Talmudic laws),Moses Maimonides,,Religion & Spirituality,Reference,6,3,8/11/2024,4.87,3,56.99,en,341,5.02,1.42,8.02,A1,B4,67
A1-B4-0068,The Black Dwarf,Sir Walter Scott,1849,Historical Fiction,Fiction,4,1,7/5/2024,,,9.99,en,418,5.98,1.61,9.38,A1,B4,68
A1-B4-0069,Life on the Mississippi,Mark Twain,1883,Biography & Autobiography,Non-Fiction,6,16,4/18/2024,4.16,12,4.95,en,500,5.6,1.61,7.12,A1,B4,69
A1-B4-0070,This Side of Paradise,F. Scott Fitzgerald,1920,Romance,Young Adult (YA),7,1,5/2/2024,,,8.52,en,470,7,0.39,10,A1,B4,70
A1-B4-0071,The gap in the curtain,John Buchan,1900,Crime/Thriller,Fiction,5,6,4/6/2024,4.09,4,4.99,en,186,5.13,0.72,7.79,A1,B4,71
A1-B4-0072,Star Maker,Olaf Stapledon,1937,Science Fiction,,4,4,9/19/2024,4.15,3,0.99,en,246,5.46,1.01,8.5,A1,B4,72
A1-B4-0073,The adventures of Peregrine Pickle,Tobias Smollett,1723,Adventure,Fiction,4,2,6/20/2024,5,1,17.95,en,256,6.4,1.15,7.03,A1,B4,73
A1-B4-0074,The Gunslinger,Stephen King,1976,Fantasy,Young Adult (YA),5,463,8/23/2024,4.37,322,0.99,en,304,5.41,1.01,9.9,A1,B4,74
A1-B4-0075,Vandover And The Brute,Frank Norris,1914,Drama,Fiction,5,1,7/22/2024,,,10.99,en,162,5,0.54,8,A1,B4,75
A1-B4-0076,The Refugees,Arthur Conan Doyle,1891,Historical Fiction,Young Adult (YA),5,8,9/21/2024,4.29,8,12.99,en,190,6.14,0.93,8.69,A1,B4,76
A1-B4-0077,Fuente Ovejuna,Lope de Vega,1909,Drama,Fiction,6,2,5/17/2024,4.38,1,3.68,en,500,4.33,0.43,7.09,A1,B4,77
A1-B4-0078,The Murders in the Rue Morgue,Edgar Allan Poe,1895,Crime/Thriller,Fiction,6,10,7/29/2024,4.22,10,12.25,en,20,5,0.27,8,A1,B4,78
A1-B4-0079,Escape from Freedom,Erich Fromm,1941,Psychology,Non-Fiction,4,9,3/11/2024,4.66,9,13.79,en,324,5.45,0.85,8.2,A1,B4,79
A1-B4-0080,Sein und Zeit,Martin Heidegger,1927,Philosophy,Humanities,5,6,11/3/2024,4.74,5,31.39,de,331,5.75,1.25,8.5,A1,B4,80
A1-B4-0081,Winter's Tale,William Shakespeare,1735,Drama,Fiction,6,6,12/24/2024,4.33,5,0.29,en,456,5.5,0.8,8.38,A1,B4,81
A1-B4-0082,The Deserted Village,Oliver Goldsmith,1770,Poetry,Humanities,5,1,11/20/2024,,,7.97,en,64,6.78,0.13,7.04,A1,B4,82
A1-B4-0083,Phèdre,Jean Racine,1805,Drama,Fiction,5,5,11/30/2024,4.89,5,15,en,64,5.04,0.5,7.78,A1,B4,83
A2-B1-0001,Daisy Miller,Henry James,1879,Drama,Fiction,5,16,7/12/2024,3.96,12,6.99,en,221,6.14,0.83,7.45,A2,B1,1
A2-B1-0002,A maker of history,Edward Phillips Oppenheim,1886,Crime/Thriller,Fiction,4,2,4/7/2024,4.78,1,1.99,en,135,6.32,0.58,9.37,A2,B1,2
A2-B1-0003,Cfr 40,Bernan,1999,Science,Non-Fiction,5,1,1/31/2025,,,33.5,en,872,6.22,2.81,8.05,A2,B1,3
A2-B1-0004,Ami des enfans,Arnaud Berquin,1782,Drama,Children,5,1,3/15/2024,,,,fr,506,5.73,1.75,6.2,A2,B1,4
A2-B1-0005,An Amiable Charlatan,Edward Phillips Oppenheim,1916,Crime/Thriller,Fiction,5,4,1/28/2025,4.17,3,0.99,en,105,5.95,0.71,8.36,A2,B1,5
A2-B1-0006,The Time Machine,H. G. Wells,1895,Science Fiction,Fiction,8,3,12/17/2024,4.55,2,4.45,en,151,6,0.26,9,A2,B1,6
A2-B1-0007,Euthyphro,Plátōn,1880,Philosophy,Humanities,5,1,6/17/2024,,,15,en,241,5.5,0.45,8.5,A2,B1,7
A2-B1-0008,Portrait of a man with red hair,Hugh Walpole,1925,Novels,Fiction,4,2,9/20/2024,3.97,1,12.99,en,158,5.66,0.63,8.55,A2,B1,8
A2-B1-0009,The Rivals,Richard Brinsley Sheridan,1775,Drama,Humanities,5,8,12/15/2024,4.32,5,3,en,106,5.11,0.63,7.8,A2,B1,9
A2-B1-0010,The Orbital Perspective, Ron Garan,2015,,,5,6,3/22/2024,4.53,3,24.15,en,376,6.5,1.24,8.52,A2,B1,10
A2-B1-0011,El conde Lucanor,Don Juan Manuel,1839,Classics,Fiction,5,2,5/24/2024,4.46,1,8.2,es,208,6,0.7,9,A2,B1,11
A2-B1-0012,Principles of marketing,Philip Kotler,1980,Economics & Business,Non-Fiction,5,6,7/8/2024,5,4,91,en,818,6.12,2.75,8.05,A2,B1,12
A2-B1-0013,Utilitarianism,John Stuart Mill,1863,Philosophy,Non-Fiction,5,3,11/15/2024,4.43,2,7,en,136,5.5,0.19,8.5,A2,B1,13
A2-B1-0014,Redgauntlet,Sir Walter Scott,1800,History,Fiction,4,4,6/4/2024,3.93,3,11.95,en,400,7.6,1.1,5.1,A2,B1,14
A2-B1-0015,The Kite Runner,Khaled Hosseini,2003,Drama,Fiction,6,386,4/11/2024,4.72,288,10.61,en,337,5.15,1.01,7.98,A2,B1,15
A2-B1-0016,Culture and anarchy,Matthew Arnold,1869,Philosophy,Non-Fiction,5,6,10/24/2024,4.34,5,12.99,en,292,7.6,0.5,5,A2,B1,16
A2-B1-0017,The Adventure of the Bruce-Partington Plans,Arthur Conan Doyle,1908,Crime/Thriller,Fiction,5,2,11/25/2024,,,4.99,en,31,5.48,0.25,7.18,A2,B1,17
A2-B1-0018,The Talmud of Babylonia,Jacob Neusner,1984,Religion & Spirituality,Humanities,5,3,12/12/2024,5,3,38.03,en,208,6.32,2.21,9.24,A2,B1,18
A2-B1-0019,The Royal Book of Oz,Ruth Plumly Thompson,1921,Fantasy,Children,6,2,8/28/2024,4.18,2,0.3,en,138,5.5,1.7,8.25,A2,B1,19
A2-B1-0020,Their wedding journey,William Dean Howells,1872,Romance,Fiction,5,2,9/11/2024,4.35,1,0.99,en,614,5.51,2,6.2,A2,B1,20
A2-B1-0021,Tono-Bungay,H. G. Wells,1890,Satire,Fiction,6,9,10/2/2024,4.25,6,17,en,561,5.1,0.79,7.8,A2,B1,21
A2-B1-0022,Meditations,Marcus Aurelius,1626,Philosophy,Humanities,6,13,5/18/2024,4.55,9,12.75,en,224,5.76,0.99,9.49,A2,B1,22
A2-B1-0023,The Ballad of Reading Gaol,Oscar Wilde,1898,Poetry,Humanities,4,1,3/12/2024,4.27,1,3.79,en,324,4.9,0.7,7.7,A2,B1,23
A2-B1-0024,Queen Lucia,E. F. Benson,1920,Comedy,Fiction,5,4,5/17/2024,3.77,3,14.99,en,210,6.34,0.77,8.47,A2,B1,24
A2-B1-0025,Erewhon,Samuel Butler,1872,Satire,Fiction,6,1,5/23/2024,3.85,1,2.99,en,264,5.06,0.61,7.73,A2,B1,25
A2-B1-0026,"An alarm to unconverted sinners, in a serious treatise",Joseph Alleine,1672,Religion & Spirituality,Humanities,5,1,1/11/2025,3.92,,32.95,en,118,5.29,0.73,7.77,A2,B1,26
A2-B1-0028,The Jungle,Upton Sinclair,1905,Historical Fiction,Fiction,6,3,7/8/2024,4.26,3,11.89,en,412,5.41,1.64,8.31,A2,B1,28
